"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx"
231977,"7068","med","low",525,475,"uncertain","L27","no",1,2.01670046351214
231978,"2224","high","low",600,450,"uncertain","Argon-Industries","yes",2,2.0441952009481
231979,"7075-T6","high","low",600,400,"uncertain","Argon-Industries","no",5,1.94418438025796
231980,"2024-X","high","high",550,500,"no","MasterAlloys","no",5,2.12096607432342
231981,"5052","high","med",450,400,"no","MasterAlloys","no",5,2.15802540139946
231982,"2024-X","med","low",475,425,"no","L27","no",2,1.92930509993566
231983,"6063","low","low",425,500,"no","Argon-Industries","no",2,1.80418504940277
231984,"2024-T3","low","low",500,350,"uncertain","MasterAlloys","no",2,1.74231689150545
231985,"5052","high","med",575,500,"no","L27","no",5,2.02727970762698
231986,"7075-T6","high","low",525,450,"no","Argon-Industries","yes",2,2.13444630312355
231987,"5052","high","low",425,300,"no","MasterAlloys","no",5,2.2024894273491
231988,"5052","high","med",400,500,"no","L27","no",2,2.17310099925479
231989,"2324","high","low",475,350,"no","Argon-Industries","no",5,2.05148663562394
231990,"6063","high","low",450,350,"no","Argon-Industries","no",5,2.0014033620306
231991,"7075-T6","med","high",475,300,"no","Argon-Industries","no",2,2.018094125553
231992,"6061","high","low",475,400,"no","Argon-Industries","no",2,1.93699819056389
231993,"7068","low","low",500,400,"no","Argon-Industries","no",5,1.85030523976947
231994,"2324","high","low",575,325,"no","Argon-Industries","no",2,1.99324043032056
231995,"2024-T3","high","med",500,325,"no","Argon-Industries","no",5,1.94642940136784
231996,"2324","med","high",400,500,"no","Argon-Industries","no",2,1.77089089275822
231997,"2224","med","med",600,450,"uncertain","MasterAlloys","no",4,1.69672737531924
231998,"5052","med","low",475,400,"no","Argon-Industries","no",5,2.04239374413083
231999,"2024-T3","med","low",600,425,"no","Argon-Industries","no",2,1.8440040739559
232000,"2024-X","med","med",475,450,"no","L27","no",2,1.88398694718112
232001,"2024-T3","high","low",425,450,"no","Argon-Industries","no",2,2.14907067246923
232002,"5052","med","low",425,300,"no","Argon-Industries","no",5,1.74146295615707
232003,"7475","low","high",550,500,"no","Argon-Industries","no",5,1.87889477237913
232004,"5052","low","low",450,475,"no","MasterAlloys","no",2,1.88732255993953
232005,"2224","high","low",575,500,"no","L27","no",1,2.0545452159151
232006,"7075-T6","high","high",600,300,"no","Argon-Industries","no",2,2.07248219942516
232007,"7475","med","low",400,375,"uncertain","MasterAlloys","no",2,2.03988222511661
232008,"5052","med","high",550,475,"uncertain","L27","no",2,1.9685642456746
232009,"7475","high","med",475,475,"yes","Argon-Industries","no",5,2.06816189866984
232010,"7075-T6","high","low",475,325,"no","L27","yes",5,2.16715354761369
232011,"5052","high","low",500,450,"yes","MasterAlloys","no",2,1.91416840634718
232012,"2024-X","high","med",400,400,"no","MasterAlloys","no",2,1.73745735605043
232013,"2024-X","med","high",450,350,"yes","MasterAlloys","no",2,1.92863082016684
232014,"5052","high","high",525,500,"no","Argon-Industries","no",5,1.84643907866555
232015,"7068","low","med",450,375,"no","Argon-Industries","no",3,2.20707657871009
232016,"2324","high","high",450,475,"yes","Argon-Industries","no",2,1.78807511164386
232017,"7055","high","low",550,500,"yes","MasterAlloys","yes",2,2.2161117150001
232018,"7068","med","med",600,500,"yes","L27","no",3,1.78573412705233
232019,"2024-X","med","low",550,400,"no","Argon-Industries","no",5,1.99654076724606
232020,"7068","low","med",550,450,"no","Argon-Industries","no",2,1.89578591702208
232021,"2324","high","low",525,350,"no","Argon-Industries","no",2,1.9102551080099
232022,"2324","low","low",450,325,"no","MasterAlloys","no",5,1.91833074361241
232023,"6061","low","high",400,425,"no","Argon-Industries","no",1,1.75647864300001
232024,"7475","med","high",550,450,"no","Argon-Industries","no",5,2.13381044631119
232025,"2024-X","high","low",550,425,"yes","Argon-Industries","no",5,1.7993515815853
232026,"7475","low","high",425,425,"no","MasterAlloys","no",5,1.72689236349238
232027,"7055","low","high",600,325,"yes","Argon-Industries","no",5,1.91988682857459
232028,"7055","high","high",575,300,"no","L27","no",2,2.10624168256965
232029,"7055","med","low",525,350,"no","Argon-Industries","no",2,1.90475669421293
232030,"6063","med","low",600,475,"no","Argon-Industries","no",5,1.82606353606977
232031,"5052","high","low",425,475,"no","Argon-Industries","yes",5,1.99306379361823
232032,"2324","high","low",500,350,"no","L27","no",5,1.72555525441745
232033,"2024-T3","high","low",425,375,"no","Argon-Industries","no",2,1.85450555288773
232034,"6063","high","med",500,300,"yes","Argon-Industries","no",5,1.84689938246658
232035,"6061","high","low",475,500,"uncertain","MasterAlloys","no",5,2.00936093133904
232036,"6063","low","low",525,375,"no","L27","no",2,1.91752559582521
232037,"5052","med","med",525,500,"uncertain","L27","yes",5,1.78152301401526
232038,"2224","med","low",525,450,"no","L27","yes",2,1.93270370827067
232039,"6063","med","low",575,500,"no","L27","no",1,1.71775547612485
232040,"2024-X","med","med",525,475,"yes","L27","no",3,2.05081070630582
232041,"7475","low","low",450,300,"no","L27","no",2,1.95929024918797
232042,"7075-T6","high","high",425,300,"uncertain","MasterAlloys","no",2,2.02798345212339
232043,"7068","high","low",600,450,"yes","Argon-Industries","yes",5,1.98993326919792
232044,"7475","med","high",475,475,"no","Argon-Industries","no",5,1.84728139055986
232045,"6061","high","high",575,375,"no","L27","no",1,2.12100984098295
232046,"6061","high","high",400,350,"no","Argon-Industries","no",3,1.88996182950068
232047,"7055","high","high",600,400,"no","Argon-Industries","no",2,1.8836057663656
232048,"2024-T3","high","high",525,325,"no","Argon-Industries","no",4,1.91953273109682
232049,"6063","high","low",600,400,"no","MasterAlloys","no",2,1.82344292905942
232050,"6063","high","med",450,375,"no","Argon-Industries","yes",2,1.8131358546665
232051,"7055","high","med",475,325,"yes","Argon-Industries","no",5,1.87619798196818
232052,"7075-T6","high","med",575,300,"no","L27","no",2,1.79658924995105
232053,"7055","low","low",550,350,"no","L27","no",5,1.5900485062429
232054,"7068","med","low",425,325,"no","L27","no",4,2.09815731565505
232055,"2024-X","high","low",400,375,"no","Argon-Industries","no",3,1.97008570558236
232056,"2324","high","med",500,350,"no","Argon-Industries","no",4,1.89955169794901
232057,"7475","high","med",575,300,"yes","MasterAlloys","no",1,1.80521825002276
232058,"7475","low","med",550,425,"no","Argon-Industries","no",5,2.06155342517659
232059,"7475","high","low",600,475,"no","Argon-Industries","no",2,1.87903200536657
232060,"2024-X","high","high",525,450,"uncertain","MasterAlloys","no",2,1.73562003879721
232061,"2024-X","med","med",450,475,"no","L27","no",1,2.09016704910793
232062,"2024-X","low","low",475,500,"no","Argon-Industries","no",2,2.11346532266224
232063,"5052","med","high",550,450,"no","Argon-Industries","no",2,1.92854932634719
232064,"2024-T3","low","high",525,425,"no","MasterAlloys","no",2,2.01034704906831
232065,"2324","high","med",475,475,"no","MasterAlloys","no",2,1.88824221961872
232066,"7075-T6","med","med",500,475,"no","MasterAlloys","no",1,2.00610984879988
232067,"7068","low","high",600,325,"no","Argon-Industries","no",3,2.01999608223486
232068,"2324","low","high",425,500,"no","Argon-Industries","no",2,2.13071823071392
232069,"6061","high","med",450,350,"uncertain","MasterAlloys","yes",2,1.90819212790362
232070,"7075-T6","low","low",600,325,"no","Argon-Industries","yes",3,2.05856929998826
232071,"2024-T3","low","med",425,350,"no","Argon-Industries","no",2,1.94662844472936
232072,"7475","low","high",475,400,"no","L27","no",2,1.80651587231457
232073,"7475","high","low",450,500,"yes","L27","no",5,2.01083439481036
232074,"2224","low","med",550,350,"no","Argon-Industries","no",1,1.69512200095018
232075,"6063","med","low",525,475,"uncertain","Argon-Industries","no",2,1.91645580561218
232076,"2024-T3","high","low",550,325,"yes","Argon-Industries","no",2,2.02439133179058
232077,"7475","med","low",475,500,"no","Argon-Industries","no",5,2.10670131609946
232078,"7075-T6","low","high",475,425,"no","MasterAlloys","no",2,1.60207188249971
232079,"5052","high","low",500,425,"no","Argon-Industries","no",2,1.97386064883107
232080,"7068","high","high",550,450,"no","L27","no",4,2.03343173878365
232081,"2224","med","low",600,425,"no","Argon-Industries","no",2,1.60220796756413
232082,"7068","high","high",400,475,"no","Argon-Industries","no",1,2.00532761358997
232083,"2024-T3","high","high",450,500,"uncertain","MasterAlloys","yes",2,1.9357350221127
232084,"6061","high","med",525,450,"no","Argon-Industries","no",2,2.05399556310741
232085,"6061","high","low",475,350,"no","Argon-Industries","no",5,2.02987795917872
232086,"2224","low","med",400,450,"no","Argon-Industries","no",2,2.10763053157876
232087,"5052","high","low",475,475,"no","Argon-Industries","no",2,1.99034890394889
232088,"6061","high","med",425,450,"no","L27","no",5,1.82437510765392
232089,"7475","high","low",575,325,"no","MasterAlloys","no",5,1.97596769083726
232090,"7475","low","low",400,325,"no","MasterAlloys","no",5,1.89406381070965
232091,"7068","low","low",425,450,"yes","Argon-Industries","no",2,2.15057349975063
232092,"6063","high","med",400,425,"uncertain","Argon-Industries","no",2,1.87460959970466
232093,"7055","low","low",425,450,"yes","L27","no",2,2.05058909156363
232094,"2024-T3","high","high",525,450,"yes","Argon-Industries","no",2,2.02016595140062
232095,"5052","high","low",600,375,"no","MasterAlloys","no",5,2.0904065249311
232096,"6061","med","high",500,425,"uncertain","MasterAlloys","no",5,2.1208618135993
232097,"6061","low","low",400,375,"uncertain","Argon-Industries","no",2,1.76089887885817
232098,"2324","high","high",450,325,"no","MasterAlloys","no",5,1.92163744519995
232099,"2324","high","high",425,425,"no","MasterAlloys","yes",2,2.05846978743485
232100,"7055","high","low",600,500,"uncertain","MasterAlloys","no",2,2.0153631141491
232101,"7475","high","low",450,325,"yes","Argon-Industries","no",2,1.82129797564458
232102,"6063","high","low",550,500,"no","MasterAlloys","no",2,2.00629129486511
232103,"2024-X","med","high",575,450,"no","Argon-Industries","no",2,1.97863586156697
232104,"2224","high","med",400,350,"no","L27","no",2,2.17354671530999
232105,"7068","high","low",550,375,"no","L27","no",2,2.15840409864337
232106,"2024-T3","low","high",400,300,"no","L27","no",2,2.16732387035632
232107,"7075-T6","high","low",450,475,"no","L27","no",5,1.80493843404225
232108,"7055","high","low",450,375,"uncertain","L27","no",2,1.92192925270427
232109,"6061","high","low",525,300,"no","L27","no",4,1.8855468001457
232110,"5052","high","low",600,300,"uncertain","Argon-Industries","no",2,1.77245862894239
232111,"7475","med","low",550,475,"no","L27","no",3,1.84303062452612
232112,"6063","high","low",550,400,"no","Argon-Industries","no",2,1.99078437449554
232113,"7075-T6","high","high",400,375,"no","Argon-Industries","no",5,1.92762853249749
232114,"7075-T6","low","low",425,375,"no","MasterAlloys","no",2,2.09615438224442
232115,"2024-T3","low","high",575,450,"no","Argon-Industries","no",5,2.07666020428399
232116,"6061","high","med",525,300,"no","L27","no",5,1.86686170967458
232117,"2024-T3","high","high",400,300,"yes","L27","no",2,1.95214257919219
232118,"7055","high","low",475,475,"no","Argon-Industries","no",5,1.96527721823007
232119,"6061","high","low",425,350,"no","L27","no",5,2.06870814290864
232120,"2024-T3","low","high",400,350,"no","MasterAlloys","no",2,2.00099465575558
232121,"2224","low","low",500,375,"no","Argon-Industries","no",2,2.09676591650103
232122,"2024-X","med","high",500,350,"uncertain","MasterAlloys","no",5,2.03805296640991
232123,"2324","med","low",525,450,"no","L27","no",1,1.97534028756444
232124,"2324","high","low",525,350,"no","MasterAlloys","no",5,1.54468416609186
232125,"2024-X","high","med",475,400,"no","Argon-Industries","no",2,1.82104066198504
232126,"2224","med","high",400,475,"no","L27","no",2,1.88056426084181
232127,"7475","low","high",425,375,"no","L27","no",2,1.98917434592911
232128,"2224","high","high",400,500,"no","MasterAlloys","no",3,1.95869988456008
232129,"2024-X","high","high",600,400,"no","L27","no",5,1.87929412805014
232130,"7475","med","low",500,400,"yes","L27","no",5,1.63588462206359
232131,"7475","low","low",525,425,"no","Argon-Industries","no",2,1.77974418982804
232132,"2024-X","high","high",400,325,"no","Argon-Industries","no",5,1.77443442291718
232133,"2024-T3","low","high",500,375,"no","L27","no",2,2.00710859185664
232134,"5052","high","low",400,475,"no","Argon-Industries","no",2,1.94638196769158
232135,"2224","high","low",600,450,"no","Argon-Industries","no",1,1.95102031199113
232136,"2324","low","high",500,300,"no","Argon-Industries","no",1,2.03334796313767
232137,"5052","low","high",450,350,"no","MasterAlloys","no",1,2.00937212184434
232138,"7075-T6","med","high",400,425,"no","MasterAlloys","no",2,1.87696010924338
232139,"2024-T3","med","low",550,500,"yes","Argon-Industries","no",4,1.95127068067554
232140,"2024-T3","high","high",475,500,"no","Argon-Industries","no",5,1.85245120546269
232141,"6061","high","low",525,325,"no","Argon-Industries","no",2,1.70489974701478
232142,"2024-X","high","high",550,375,"no","Argon-Industries","no",4,1.95311664148133
232143,"2024-X","low","low",600,325,"no","MasterAlloys","no",2,2.13300181922764
232144,"2024-X","low","low",450,300,"no","Argon-Industries","no",5,1.95787554686385
232145,"7068","high","high",425,325,"yes","Argon-Industries","no",2,2.0208552277573
232146,"6061","med","high",450,300,"no","Argon-Industries","no",2,1.98349708465804
232147,"7055","high","high",475,350,"no","Argon-Industries","no",5,1.82168889890024
232148,"7475","low","low",550,325,"no","MasterAlloys","no",5,1.86088026906134
232149,"2024-X","low","med",575,425,"yes","MasterAlloys","no",4,1.8066980410679
232150,"6063","med","low",575,450,"uncertain","MasterAlloys","no",2,1.63088479398847
232151,"7055","low","low",400,325,"no","MasterAlloys","no",2,2.16670253195516
232152,"5052","high","low",400,475,"no","MasterAlloys","no",2,2.06721831859155
232153,"7075-T6","high","high",475,425,"no","MasterAlloys","no",5,1.93402548165812
232154,"7075-T6","high","low",475,300,"no","MasterAlloys","no",5,2.11675934015518
232155,"7055","med","low",500,325,"no","L27","no",5,1.59516685640862
232156,"7068","high","high",425,350,"uncertain","L27","no",5,2.13223539102826
232157,"6063","med","low",525,300,"uncertain","L27","no",2,1.72714785165437
232158,"2024-T3","high","low",550,400,"yes","L27","no",2,1.98590010076336
232159,"2324","high","low",425,350,"no","Argon-Industries","no",2,2.24442373978349
232160,"2024-T3","low","high",500,350,"uncertain","MasterAlloys","no",2,2.05761741405757
232161,"6063","med","med",500,375,"no","L27","no",5,2.02528597052893
232162,"2024-X","high","high",400,400,"no","Argon-Industries","no",2,2.00724502324562
232163,"6061","med","high",500,375,"uncertain","Argon-Industries","no",4,2.0994401159644
232164,"6061","med","low",600,325,"uncertain","Argon-Industries","no",3,2.12359247161777
232165,"7075-T6","high","high",525,475,"no","MasterAlloys","no",2,1.99547646894287
232166,"7075-T6","med","low",600,425,"no","Argon-Industries","no",5,2.03039595833681
232167,"5052","high","high",425,425,"no","Argon-Industries","no",2,1.77268313379587
232168,"6063","low","low",525,375,"no","Argon-Industries","no",2,1.91050496899864
232169,"6063","med","high",550,500,"no","Argon-Industries","no",2,1.93305776484242
232170,"5052","low","low",525,375,"no","Argon-Industries","no",4,1.6618320734171
232171,"2224","high","low",425,400,"no","Argon-Industries","no",5,1.55585038556149
