"ID","alloy","cutTemp","rollTemp","firstPassRollPressure","secondPassRollPressure","topEdgeMicroChipping","blockSource","machineRestart","contourDefNdx","clearPassNdx","y_passXtremeDurability"
101875,"2224","high","low",450,400,"no","MasterAlloys","no",2,1.8855466588178,1
101876,"7475","low","low",500,450,"no","MasterAlloys","no",2,2.08406668443568,1
101877,"2024-X","low","med",600,300,"no","MasterAlloys","no",2,1.74813791704826,0
101878,"7475","high","med",550,500,"no","L27","no",5,1.85484586993997,0
101879,"5052","high","med",450,375,"no","Argon-Industries","no",5,1.97919049663078,0
101880,"7075-T6","low","low",450,375,"no","MasterAlloys","no",2,1.96135834959317,0
101881,"6063","med","low",450,325,"uncertain","Argon-Industries","yes",4,2.04624571844631,0
101882,"6061","low","low",525,375,"no","Argon-Industries","no",1,2.08512446365407,1
101883,"2324","high","med",550,450,"no","L27","no",2,1.94918746017541,1
101884,"7475","low","high",400,450,"yes","Argon-Industries","no",2,1.8803199403571,0
101885,"2024-X","high","low",425,325,"no","Argon-Industries","no",2,1.70458442705628,1
101886,"7475","high","low",425,375,"no","L27","no",4,1.83696851268686,1
101887,"7475","low","high",450,400,"yes","Argon-Industries","no",5,2.00750424925047,0
101888,"2224","low","low",525,500,"no","L27","no",2,1.98098088555901,1
101889,"5052","med","med",425,325,"uncertain","L27","no",2,2.02020073726693,0
101890,"2324","low","med",600,300,"no","L27","no",2,1.95576827105389,0
101891,"7068","high","high",525,425,"no","L27","no",2,1.82945114192707,1
101892,"5052","low","low",575,425,"no","L27","no",5,2.02622959941207,0
101893,"7075-T6","high","high",600,350,"no","Argon-Industries","no",5,2.04266821984551,0
101894,"7075-T6","high","high",600,375,"no","Argon-Industries","no",2,1.97227126527293,1
101895,"7075-T6","med","high",600,375,"no","MasterAlloys","no",5,1.87519570543037,0
101896,"5052","high","high",475,350,"no","MasterAlloys","no",5,1.90337364987027,1
101897,"7475","med","low",450,500,"no","MasterAlloys","yes",5,1.78094066900494,0
101898,"2024-T3","high","med",575,475,"uncertain","Argon-Industries","no",2,1.97456974990156,1
101899,"6063","high","high",425,450,"no","L27","no",2,1.93383566090064,1
101900,"2224","low","med",575,350,"no","Argon-Industries","no",2,1.74178490414642,1
101901,"2024-T3","med","high",575,475,"no","Argon-Industries","no",4,2.02987223056392,1
101902,"6063","low","low",550,500,"uncertain","MasterAlloys","no",5,2.05168548815782,0
101903,"2024-T3","high","low",425,425,"no","MasterAlloys","no",2,1.90328801227422,0
101904,"7475","low","low",400,400,"no","Argon-Industries","no",2,1.65564231779387,1
101905,"6061","high","high",525,400,"no","Argon-Industries","no",5,1.98073117268409,1
101906,"2224","high","med",500,300,"uncertain","Argon-Industries","yes",3,1.8791782239499,0
101907,"7475","med","med",400,450,"yes","Argon-Industries","no",5,2.08842778006777,0
101908,"7055","med","low",550,400,"no","Argon-Industries","no",3,1.8633486008724,1
101909,"2024-X","med","high",500,450,"no","L27","no",2,2.06819812700125,1
101910,"5052","low","med",400,500,"no","L27","no",5,1.80789326712262,0
101911,"6061","low","high",600,375,"no","Argon-Industries","no",2,1.87239694461394,1
101912,"6061","low","med",525,500,"no","Argon-Industries","no",2,1.99216583430828,1
101913,"6063","high","low",575,300,"no","Argon-Industries","no",5,1.98086471652121,0
101914,"2024-X","low","low",575,350,"no","Argon-Industries","yes",2,1.73684621849111,1
101915,"7055","high","low",500,400,"no","L27","no",2,1.46114106562071,1
101916,"6063","med","low",475,300,"no","Argon-Industries","no",2,1.9922096368328,1
101917,"5052","low","med",575,425,"uncertain","MasterAlloys","no",2,1.89176388072945,0
101918,"6063","med","low",575,500,"no","Argon-Industries","no",5,1.97559135110047,0
101919,"7068","med","low",500,425,"no","L27","no",5,1.95951391007457,1
101920,"5052","high","low",525,500,"no","MasterAlloys","no",4,1.90216005469465,0
101921,"6063","high","med",400,375,"no","MasterAlloys","no",5,2.15070615116446,0
101922,"2024-X","med","med",425,400,"no","Argon-Industries","no",2,1.9996331892211,0
101923,"5052","high","low",575,375,"no","MasterAlloys","no",3,1.95919238301294,1
101924,"2224","high","low",400,400,"no","Argon-Industries","no",2,2.04505167054481,0
101925,"6061","med","med",575,425,"no","MasterAlloys","yes",4,1.92190437014622,0
101926,"7055","high","med",500,475,"yes","L27","no",2,1.83730762939435,1
101927,"7055","high","med",525,450,"no","MasterAlloys","no",4,2.04157147469975,0
101928,"6061","low","high",425,350,"uncertain","L27","no",2,2.10854528716,0
101929,"6061","low","high",550,350,"uncertain","L27","no",2,1.90899395150217,1
101930,"7068","high","high",600,500,"no","MasterAlloys","no",4,1.97018143682188,0
101931,"2024-X","med","high",450,350,"yes","MasterAlloys","no",2,2.0646751368071,0
101932,"2324","med","med",475,300,"no","Argon-Industries","no",5,1.86025810088382,0
101933,"2224","low","low",425,350,"no","MasterAlloys","no",4,2.06248308215791,1
101934,"7068","high","low",525,350,"no","L27","no",2,1.57573842875466,1
101935,"2024-X","high","low",600,400,"yes","Argon-Industries","no",4,1.90538408355152,0
101936,"7475","low","med",450,475,"no","Argon-Industries","no",1,2.10184228306931,1
101937,"7475","high","high",425,325,"yes","Argon-Industries","no",1,2.0149481822209,0
101938,"2324","high","low",525,400,"no","Argon-Industries","no",5,2.0989020587299,0
101939,"7068","med","low",525,400,"no","Argon-Industries","no",2,1.7543891956053,1
101940,"2024-X","high","high",500,475,"uncertain","MasterAlloys","no",2,1.86592796601955,1
101941,"2024-X","low","low",525,350,"no","L27","no",5,2.31937999895526,1
101942,"2024-X","med","low",600,325,"uncertain","Argon-Industries","no",2,1.87444773084386,1
101943,"2324","high","high",475,375,"no","Argon-Industries","no",2,1.76058062614314,0
101944,"7075-T6","high","med",450,375,"no","Argon-Industries","yes",2,2.04050183864737,0
101945,"7068","low","med",525,325,"no","L27","no",2,1.88646802156556,1
101946,"5052","low","med",450,300,"uncertain","MasterAlloys","no",2,2.00373794906607,0
101947,"6061","high","low",475,400,"no","MasterAlloys","no",2,1.94011793996001,0
101948,"5052","low","high",450,500,"no","MasterAlloys","yes",2,1.82266924106874,0
101949,"7068","high","low",600,350,"yes","L27","no",2,1.58362558731449,1
101950,"2224","high","low",600,300,"no","Argon-Industries","no",1,1.74438495201208,1
101951,"6063","low","med",450,475,"no","MasterAlloys","no",2,2.04173348238153,0
101952,"7475","med","low",525,500,"no","L27","no",5,1.95994977022951,0
101953,"5052","high","high",425,450,"no","MasterAlloys","no",5,2.20310456533205,0
101954,"7075-T6","med","low",450,450,"no","L27","no",2,1.93676379453692,1
101955,"2324","low","low",575,450,"yes","Argon-Industries","no",3,2.07361462745277,0
101956,"7055","med","high",500,400,"no","MasterAlloys","no",2,1.95716877444231,0
101957,"7475","high","low",575,475,"no","L27","no",5,2.07274488392495,1
101958,"7075-T6","high","med",525,300,"yes","Argon-Industries","no",2,1.98182913243344,0
101959,"7068","med","med",475,450,"no","Argon-Industries","yes",4,2.13468847895419,0
101960,"2024-X","high","low",575,475,"no","MasterAlloys","yes",2,2.05104909222908,1
101961,"2024-T3","med","low",475,500,"yes","MasterAlloys","no",5,2.09993932234424,0
101962,"2024-X","high","high",450,425,"yes","MasterAlloys","no",2,1.89551552123352,0
101963,"7075-T6","high","med",575,425,"no","Argon-Industries","no",5,1.73721276480993,0
101964,"2024-X","low","low",450,350,"no","L27","no",5,1.79263882095843,0
101965,"2024-X","high","low",600,375,"no","Argon-Industries","no",2,2.07924783101658,1
101966,"7055","low","low",500,400,"no","L27","no",5,2.29998899089063,1
101967,"7055","high","low",575,375,"no","L27","no",5,2.08472446148996,1
101968,"2224","high","med",525,475,"no","Argon-Industries","yes",2,1.97936584725131,0
101969,"7068","med","med",425,475,"yes","L27","yes",2,2.04336934153772,0
101970,"7055","med","low",575,325,"no","L27","no",2,1.70243375231677,1
101971,"6061","med","low",550,500,"uncertain","L27","no",3,1.86023642368919,0
101972,"2024-T3","low","low",575,475,"no","L27","no",1,2.00739914495595,1
101973,"2224","med","high",525,300,"no","L27","no",2,2.14270344382489,1
101974,"6061","high","high",575,300,"uncertain","L27","no",1,2.09097508231917,1
101975,"7075-T6","high","low",425,400,"yes","Argon-Industries","no",2,1.99918956970168,0
101976,"2224","high","med",500,375,"no","L27","no",2,2.09574441463856,1
101977,"2324","low","med",525,300,"no","Argon-Industries","no",5,1.81087921654495,0
101978,"2024-X","low","low",400,400,"no","L27","no",2,2.10774586177887,0
101979,"5052","low","low",575,425,"yes","Argon-Industries","no",4,2.14088996813921,0
101980,"2024-X","med","high",550,375,"uncertain","Argon-Industries","no",3,1.72939233530805,1
101981,"2224","high","low",425,400,"no","Argon-Industries","no",2,1.76068722024008,0
101982,"7075-T6","med","low",450,375,"uncertain","Argon-Industries","no",2,1.99311858143808,0
101983,"2024-X","high","low",500,325,"no","Argon-Industries","no",2,2.05678313133279,1
101984,"5052","med","high",450,450,"no","MasterAlloys","yes",4,2.13252343707778,0
101985,"7075-T6","high","med",500,325,"no","MasterAlloys","no",2,1.77505707594544,1
101986,"2224","high","med",450,350,"no","Argon-Industries","no",1,2.09448004652683,1
101987,"2024-T3","high","low",600,325,"no","L27","no",2,2.03936469317541,1
101988,"7475","med","med",450,325,"no","L27","yes",2,1.95819372251165,0
101989,"2324","low","med",425,450,"no","Argon-Industries","no",2,2.00673557066175,0
101990,"6061","med","low",450,375,"no","Argon-Industries","no",5,1.63374551612248,0
101991,"6061","high","med",400,425,"no","L27","no",1,1.87768377586694,1
101992,"2224","low","high",550,350,"no","Argon-Industries","no",2,1.84231680413571,1
101993,"2224","med","low",500,450,"yes","Argon-Industries","no",2,1.72173812721799,0
101994,"7475","low","low",575,350,"yes","Argon-Industries","no",5,1.87496676973821,0
101995,"7475","low","low",400,425,"yes","L27","no",2,2.05444630082094,0
101996,"5052","high","med",600,400,"no","L27","no",2,1.88484267953262,1
101997,"7475","high","low",425,475,"no","Argon-Industries","no",2,1.98256154715659,1
101998,"7055","high","low",475,450,"no","L27","no",2,1.84363280213266,1
101999,"2324","med","high",400,375,"no","Argon-Industries","no",4,1.9974982878898,0
102000,"7075-T6","high","low",400,400,"no","Argon-Industries","no",2,1.87839388854574,0
102001,"7475","low","low",425,375,"yes","Argon-Industries","no",1,1.81602789736879,0
102002,"6061","low","low",600,300,"no","L27","no",2,1.92534375186951,1
102003,"7075-T6","low","low",550,450,"no","L27","no",2,1.73285779111031,1
102004,"2224","high","low",550,450,"no","Argon-Industries","no",2,2.07388154422313,1
102005,"2024-X","high","low",400,475,"no","Argon-Industries","no",5,1.85694945107369,0
102006,"7475","med","med",450,350,"no","Argon-Industries","yes",2,1.79399806624339,0
102007,"6061","low","low",600,400,"no","L27","no",2,1.9141417969297,0
102008,"2324","high","med",550,475,"no","L27","no",2,2.03552309953134,1
102009,"7055","high","low",400,450,"no","MasterAlloys","no",2,1.92252186699862,0
102010,"2324","high","low",500,375,"uncertain","MasterAlloys","no",2,1.97991704482323,1
102011,"7475","low","low",525,500,"no","Argon-Industries","no",3,1.94559115932664,0
102012,"2324","high","low",500,475,"no","MasterAlloys","no",2,2.02615627071719,1
102013,"2224","med","low",400,450,"no","L27","no",3,1.92585602473938,1
102014,"2324","high","low",400,325,"no","Argon-Industries","no",5,2.21061625482996,0
102015,"7475","low","med",525,400,"no","L27","no",2,2.1633809325141,0
102016,"7075-T6","med","low",475,350,"yes","Argon-Industries","no",5,1.40598803080924,0
102017,"2224","high","high",575,425,"no","Argon-Industries","no",5,1.7668778879477,1
102018,"2024-X","med","low",400,375,"no","Argon-Industries","no",2,1.98444717876352,1
102019,"6063","low","med",500,350,"no","Argon-Industries","no",4,2.07029276136055,1
102020,"7475","low","low",475,425,"no","Argon-Industries","no",5,1.95660335314235,0
102021,"6061","high","med",600,300,"no","MasterAlloys","no",2,2.04357754000042,1
102022,"6063","high","low",400,500,"uncertain","MasterAlloys","no",2,2.00778581241002,1
102023,"2024-T3","med","high",425,500,"no","Argon-Industries","no",2,1.84534316959585,1
102024,"5052","high","med",600,450,"no","Argon-Industries","yes",5,1.77854478626458,0
102025,"5052","high","high",525,400,"no","L27","no",5,2.09978510712813,0
102026,"7075-T6","high","low",575,400,"no","Argon-Industries","no",2,2.02673975232573,1
102027,"6061","high","high",425,350,"no","Argon-Industries","no",2,2.01731101826858,0
102028,"2024-T3","med","high",600,400,"yes","Argon-Industries","no",2,2.08355265425834,0
102029,"5052","high","high",550,475,"no","Argon-Industries","no",2,1.63910986680186,0
102030,"2224","med","low",525,500,"uncertain","MasterAlloys","yes",5,2.04391935833776,0
102031,"2024-T3","low","med",575,400,"no","Argon-Industries","no",2,1.88815264733164,1
102032,"7075-T6","high","high",500,325,"no","Argon-Industries","no",5,1.92708768842603,0
102033,"7075-T6","high","low",575,300,"yes","MasterAlloys","no",4,1.9678658683981,0
102034,"2324","high","low",425,425,"uncertain","Argon-Industries","no",5,2.00034900321329,0
102035,"6061","med","med",400,325,"no","Argon-Industries","no",1,2.02914634582649,0
102036,"2224","high","med",475,450,"no","Argon-Industries","no",5,1.81599370153636,0
102037,"5052","med","low",550,475,"no","MasterAlloys","no",5,1.86562163603563,0
102038,"7475","low","low",400,300,"uncertain","Argon-Industries","no",5,2.18696083433725,0
102039,"2224","high","high",550,350,"no","L27","no",5,1.94731434976089,0
102040,"2024-X","high","high",550,400,"no","Argon-Industries","no",2,1.93065983221544,1
102041,"2024-T3","low","med",575,425,"yes","L27","no",2,1.8573021600926,1
102042,"7055","med","low",575,375,"yes","Argon-Industries","no",1,2.02888596012049,1
102043,"7475","low","low",525,300,"no","L27","no",5,1.79494834863584,1
102044,"7075-T6","med","med",525,300,"no","MasterAlloys","no",2,1.87341932945686,1
102045,"7075-T6","low","low",550,400,"uncertain","Argon-Industries","no",2,1.92245059202173,0
102046,"6061","high","med",550,500,"no","L27","no",3,1.96469888735257,1
102047,"6063","med","med",575,475,"no","L27","no",2,2.0337170122071,1
102048,"2024-T3","high","low",525,350,"no","MasterAlloys","no",3,1.89513712298189,1
102049,"2024-T3","high","low",400,300,"uncertain","MasterAlloys","no",4,2.04825720417754,0
102050,"7068","med","high",400,350,"uncertain","L27","no",2,2.0169073294028,0
102051,"7475","high","low",575,450,"no","Argon-Industries","no",5,1.9562871153927,0
102052,"2024-T3","high","med",500,400,"no","Argon-Industries","no",4,2.13667036455954,0
102053,"2224","high","low",450,450,"no","Argon-Industries","no",5,1.54813685834743,0
102054,"2024-T3","med","low",475,400,"no","MasterAlloys","no",2,2.0235098591893,1
102055,"6061","low","low",575,325,"uncertain","L27","no",2,1.28498567672302,1
102056,"7475","high","low",600,325,"no","Argon-Industries","no",3,1.76114120405497,1
102057,"7075-T6","med","low",550,450,"yes","L27","no",4,2.18973670855722,1
102058,"7068","med","low",450,425,"no","Argon-Industries","no",2,1.90889009030746,1
102059,"2024-X","med","low",525,325,"no","L27","no",5,1.81835573989024,1
102060,"7075-T6","high","high",525,450,"uncertain","L27","no",5,1.96452551524189,1
102061,"2024-T3","low","low",600,325,"no","Argon-Industries","no",3,1.90464836715406,1
102062,"6061","low","low",525,475,"no","Argon-Industries","no",5,1.86261707798852,0
102063,"2024-X","high","med",500,425,"no","Argon-Industries","no",4,2.15235131206517,1
102064,"5052","med","high",550,450,"no","L27","no",5,1.84117140269159,0
102065,"2024-T3","low","high",600,475,"yes","MasterAlloys","no",5,1.82469422466214,0
102066,"2024-X","high","low",450,350,"yes","Argon-Industries","no",2,2.08651351252433,0
102067,"6063","low","low",450,300,"no","L27","no",2,2.18257018507472,1
102068,"2324","low","med",525,450,"uncertain","L27","no",2,1.79241440030854,0
102069,"2024-T3","low","low",600,325,"no","Argon-Industries","no",2,1.91056244151536,1
102070,"7475","low","high",600,350,"no","L27","no",4,2.08968267381511,1
102071,"7475","high","high",600,325,"yes","L27","no",2,1.78672419831867,1
102072,"5052","med","low",475,300,"no","Argon-Industries","yes",2,1.71051652143074,0
102073,"2324","high","med",550,300,"no","Argon-Industries","no",5,1.95436446524224,0
102074,"7475","high","low",450,425,"yes","L27","no",3,1.91187309647664,0
102075,"6063","med","high",500,300,"no","MasterAlloys","no",2,1.76256051597367,1
102076,"7068","high","low",450,475,"no","Argon-Industries","no",2,1.78506590020286,0
102077,"5052","low","low",500,500,"no","L27","no",3,1.76585116266265,1
